Date,windcode,sec_name,Open,High,Low,Close,Volume,Adj Close,trade_status,pct_chg,maxupordown,new_column
2016-05-20 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-05-23 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-05-24 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-05-25 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-05-26 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-05-27 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-05-30 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-05-31 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-01 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-02 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-03 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
2016-06-06 00:00:00.005,000002.SZ,万科A,23.4484374992,23.4484374992,23.4484374992,23.4484374992,0.0,23.4484374992,0,0.0,0,1
